example_id,signal,signal_seed,split,context_start,origin,target_index,current_value,target_value,target_delta
sine__target-156,sine,4114706133015583382,train,92,155,156,0.28802416691463645,0.27935858827476895,-0.0086655786398675
sine__target-158,sine,4114706133015583382,train,94,157,158,0.2567936753178606,0.23973895441884518,-0.01705472089901544
sine__target-160,sine,4114706133015583382,train,96,159,160,0.19488579239485893,0.17874332221046266,-0.016142470184396268
sine__target-162,sine,4114706133015583382,train,98,161,162,0.17726726033609713,0.16318768744407405,-0.014079572892023079
sine__target-164,sine,4114706133015583382,train,100,163,164,0.12463191607758714,0.1181502624715147,-0.006481653606072446
sine__target-166,sine,4114706133015583382,train,102,165,166,0.10369932467578692,0.07622247565772962,-0.027476849018057303
sine__target-168,sine,4114706133015583382,train,104,167,168,0.0637728882701701,0.05245297008172588,-0.011319918188444217
sine__target-170,sine,4114706133015583382,train,106,169,170,0.031077546042520974,-0.003256226005795471,-0.03433377204831645
sine__target-172,sine,4114706133015583382,train,108,171,172,-0.02783691951500944,-0.023615664440225587,0.004221255074783853
sine__target-174,sine,4114706133015583382,train,110,173,174,-0.040979640698415,-0.053163051648651,-0.012183410950236
sine__target-176,sine,4114706133015583382,train,112,175,176,-0.07116477438842311,-0.09500368990372247,-0.02383891551529936
sine__target-178,sine,4114706133015583382,train,114,177,178,-0.12761295563527014,-0.14064312668803056,-0.013030171052760414
sine__target-180,sine,4114706133015583382,train,116,179,180,-0.16022632098488485,-0.17664641103219636,-0.016420090047311514
sine__target-182,sine,4114706133015583382,train,118,181,182,-0.1949498161121851,-0.1857657586944921,0.009184057417692987
sine__target-184,sine,4114706133015583382,train,120,183,184,-0.22256265541665074,-0.23456619266168952,-0.012003537245038776
sine__target-186,sine,4114706133015583382,train,122,185,186,-0.2721279506125036,-0.2835050689068566,-0.011377118294353006
sine__target-188,sine,4114706133015583382,train,124,187,188,-0.29894159300364165,-0.3306429068375193,-0.03170131383387764
sine__target-190,sine,4114706133015583382,train,126,189,190,-0.33908782120486464,-0.33830278364818406,0.000785037556680579
sine__target-192,sine,4114706133015583382,train,128,191,192,-0.36193979199961407,-0.3782344178568043,-0.016294625857190215
sine__target-194,sine,4114706133015583382,train,130,193,194,-0.3839358856717402,-0.40538406099217306,-0.02144817532043286
sine__target-196,sine,4114706133015583382,train,132,195,196,-0.437552584274436,-0.44076051946530165,-0.0032079351908656517
sine__target-198,sine,4114706133015583382,train,134,197,198,-0.4632545778640544,-0.4804434858994154,-0.017188908035360995
sine__target-200,sine,4114706133015583382,train,136,199,200,-0.5065136804021407,-0.5176776999804366,-0.011164019578295825
sine__target-202,sine,4114706133015583382,train,138,201,202,-0.5461370539074288,-0.5536347313421428,-0.007497677434713967
sine__target-204,sine,4114706133015583382,train,140,203,204,-0.5686511470444665,-0.5917880165231093,-0.023136869478642796
sine__target-206,sine,4114706133015583382,train,142,205,206,-0.5773236770461,-0.6163019904758652,-0.03897831342976521
sine__target-208,sine,4114706133015583382,train,144,207,208,-0.6251610056533635,-0.6257705557448365,-0.0006095500914730101
sine__target-210,sine,4114706133015583382,train,146,209,210,-0.6585936897664548,-0.6618173777408592,-0.003223687974404421
sine__target-212,sine,4114706133015583382,train,148,211,212,-0.6616124592849209,-0.6995185399154487,-0.037906080630527805
sine__target-214,sine,4114706133015583382,train,150,213,214,-0.7017510405241056,-0.7263144643302543,-0.02456342380614862
sine__target-216,sine,4114706133015583382,train,152,215,216,-0.744063357805721,-0.7425114674723343,0.0015518903333866518
sine__target-218,sine,4114706133015583382,train,154,217,218,-0.733757842558928,-0.7758893877311317,-0.042131545172203744
sine__target-220,sine,4114706133015583382,train,156,219,220,-0.7889614423182013,-0.7905491451910707,-0.0015877028728693565
sine__target-222,sine,4114706133015583382,train,158,221,222,-0.7844825534948981,-0.8005804292335784,-0.016097875738680267
sine__target-224,sine,4114706133015583382,train,160,223,224,-0.8236250802618131,-0.8262376376394809,-0.0026125573776677458
sine__target-226,sine,4114706133015583382,train,162,225,226,-0.8515780980306771,-0.8524119755285899,-0.0008338774979128605
sine__target-228,sine,4114706133015583382,train,164,227,228,-0.8583053823532139,-0.8700789890464707,-0.011773606693256888
sine__target-230,sine,4114706133015583382,train,166,229,230,-0.8693963501910444,-0.8942448587395143,-0.024848508548469872
sine__target-232,sine,4114706133015583382,train,168,231,232,-0.9105104059903978,-0.9165470943269923,-0.006036688336594542
sine__target-234,sine,4114706133015583382,train,170,233,234,-0.9128791947362203,-0.9035762948056876,0.009302899930532682
sine__target-236,sine,4114706133015583382,train,172,235,236,-0.937384639775637,-0.9176634735795751,0.0197211661960619
sine__target-238,sine,4114706133015583382,train,174,237,238,-0.953522936938159,-0.9232662622635679,0.030256674674591144
sine__target-240,sine,4114706133015583382,train,176,239,240,-0.9565733329306878,-0.9581730626556967,-0.0015997297250088804
sine__target-242,sine,4114706133015583382,train,178,241,242,-0.9691935968958383,-0.9652844611145948,0.003909135781243522
sine__target-244,sine,4114706133015583382,train,180,243,244,-0.9718231658911133,-0.9800391416880169,-0.008215975796903585
sine__target-246,sine,4114706133015583382,train,182,245,246,-0.9803418770919575,-0.9804459780769675,-0.00010410098501001386
sine__target-248,sine,4114706133015583382,train,184,247,248,-0.9640805578135994,-1.0115167325891397,-0.047436174775540296
sine__target-250,sine,4114706133015583382,train,186,249,250,-0.9952565669067297,-0.980516152546902,0.014740414359827647
sine__target-252,sine,4114706133015583382,train,188,251,252,-0.9854456873149455,-1.0000989606416992,-0.014653273326753702
sine__target-254,sine,4114706133015583382,train,190,253,254,-1.0073579425708818,-1.0115216457436618,-0.00416370317277992
sine__target-256,sine,4114706133015583382,train,192,255,256,-1.0217302256846423,-1.0028725817860258,0.01885764389861655
sine__target-258,sine,4114706133015583382,train,194,257,258,-1.0057717752697886,-1.0092703383287496,-0.003498563058961013
sine__target-260,sine,4114706133015583382,train,196,259,260,-0.9966571249837847,-0.9898188755987167,0.0068382493850679404
sine__target-262,sine,4114706133015583382,train,198,261,262,-0.9947491830445434,-0.985685258173441,0.009063924871102413
sine__target-264,sine,4114706133015583382,train,200,263,264,-0.9983112408229368,-0.9864956538165369,0.011815587006399841
sine__target-266,sine,4114706133015583382,train,202,265,266,-0.9852557713357822,-0.9876052032064979,-0.002349431870715679
sine__target-268,sine,4114706133015583382,train,204,267,268,-0.9724564311400768,-1.0053895079544093,-0.03293307681433244
sine__target-270,sine,4114706133015583382,train,206,269,270,-0.981634172545907,-0.9717024144139271,0.009931758131979884
sine__target-272,sine,4114706133015583382,train,208,271,272,-0.9619424978286795,-0.9328802494023956,0.02906224842628391
sine__target-274,sine,4114706133015583382,train,210,273,274,-0.9560169404900828,-0.9669467398393641,-0.010929799349281288
sine__target-276,sine,4114706133015583382,train,212,275,276,-0.9331378351039205,-0.9226471084777976,0.010490726626122826
sine__target-278,sine,4114706133015583382,train,214,277,278,-0.9305748698792349,-0.9197421475931511,0.010832722286083785
sine__target-280,sine,4114706133015583382,train,216,279,280,-0.9100381927370209,-0.9066458559298253,0.0033923368071956395
sine__target-282,sine,4114706133015583382,train,218,281,282,-0.9096289210319877,-0.876230464851363,0.03339845618062465
sine__target-284,sine,4114706133015583382,train,220,283,284,-0.8852126148252898,-0.8641465133566234,0.021066101468666387
sine__target-286,sine,4114706133015583382,train,222,285,286,-0.8649991506110222,-0.8393295585510929,0.025669592059929247
sine__target-288,sine,4114706133015583382,train,224,287,288,-0.8339712488693803,-0.8296961365661079,0.004275112303272488
sine__target-290,sine,4114706133015583382,train,226,289,290,-0.8223470081908769,-0.8163702982991313,0.005976709891745591
sine__target-292,sine,4114706133015583382,train,228,291,292,-0.8153211116769972,-0.7626248571957867,0.052696254481210514
sine__target-294,sine,4114706133015583382,train,230,293,294,-0.7826076474783938,-0.7670165956724908,0.015591051805903033
sine__target-296,sine,4114706133015583382,train,232,295,296,-0.7325329822280344,-0.7336268190636046,-0.0010938368355701833
sine__target-298,sine,4114706133015583382,train,234,297,298,-0.7285230162343426,-0.713424319671798,0.015098696562544589
sine__target-300,sine,4114706133015583382,train,236,299,300,-0.7218890762256575,-0.6965662506962074,0.025322825529450088
sine__target-302,sine,4114706133015583382,train,238,301,302,-0.6867112514108114,-0.6645580602923592,0.022153191118452153
sine__target-304,sine,4114706133015583382,train,240,303,304,-0.6316872798965811,-0.6358038009776992,-0.004116521081118041
sine__target-306,sine,4114706133015583382,train,242,305,306,-0.6101445112762038,-0.5892534783903356,0.020891032885868244
sine__target-308,sine,4114706133015583382,train,244,307,308,-0.576701224823325,-0.5584596099224965,0.01824161490082843
sine__target-310,sine,4114706133015583382,train,246,309,310,-0.5876732996956163,-0.5281350440020068,0.05953825569360949
sine__target-312,sine,4114706133015583382,train,248,311,312,-0.5307701805606152,-0.5019196278675023,0.028850552693112874
sine__target-314,sine,4114706133015583382,train,250,313,314,-0.4911903081262597,-0.4878588859360038,0.003331422190255895
sine__target-316,sine,4114706133015583382,train,252,315,316,-0.46922674290422084,-0.4410208745202767,0.02820586838394412
sine__target-318,sine,4114706133015583382,train,254,317,318,-0.4202182203160872,-0.4100520645349547,0.010166155781132502
sine__target-320,sine,4114706133015583382,train,256,319,320,-0.38626996641861694,-0.37475156494430895,0.011518401474307993
sine__target-322,sine,4114706133015583382,train,258,321,322,-0.3601321357026765,-0.3361632063004489,0.023968929402227612
sine__target-324,sine,4114706133015583382,train,260,323,324,-0.31203911501839116,-0.31515752664702995,-0.0031184116286387953
sine__target-326,sine,4114706133015583382,train,262,325,326,-0.28677495554824095,-0.28162452514040465,0.005150430407836304
sine__target-328,sine,4114706133015583382,train,264,327,328,-0.24702539916400254,-0.2432965782653644,0.00372882089863813
sine__target-330,sine,4114706133015583382,train,266,329,330,-0.22852800584605076,-0.2044982044656396,0.024029801380411164
sine__target-332,sine,4114706133015583382,train,268,331,332,-0.18921745529707584,-0.16804935918655847,0.02116809611051737
sine__target-334,sine,4114706133015583382,train,270,333,334,-0.1500753417003401,-0.13682252912188547,0.01325281257845462
sine__target-336,sine,4114706133015583382,train,272,335,336,-0.10352335361113643,-0.10086907649027368,0.002654277120862747
sine__target-338,sine,4114706133015583382,train,274,337,338,-0.0788688391813613,-0.06425582858935007,0.014613010592011227
sine__target-340,sine,4114706133015583382,train,276,339,340,-0.06855095473378152,-0.017220217269853132,0.05133073746392838
sine__target-342,sine,4114706133015583382,train,278,341,342,0.0008162683727981078,0.011026952413341427,0.010210684040543318
sine__target-344,sine,4114706133015583382,train,280,343,344,0.03078500657627255,0.0508036866428997,0.02001868006662715
sine__target-346,sine,4114706133015583382,train,282,345,346,0.06464000898898473,0.08884240761952142,0.024202398630536692
sine__target-348,sine,4114706133015583382,train,284,347,348,0.11474814317553787,0.11701472295937278,0.0022665797838349044
sine__target-350,sine,4114706133015583382,train,286,349,350,0.15509287314098058,0.16171307621786582,0.006620203076885239
sine__target-352,sine,4114706133015583382,train,288,351,352,0.18920151206086952,0.2035172868528612,0.01431577479199167
sine__target-354,sine,4114706133015583382,train,290,353,354,0.2352928702061213,0.24948288207406108,0.014190011867939778
sine__target-356,sine,4114706133015583382,train,292,355,356,0.25418828309246466,0.2781726595705204,0.023984376478055736
sine__target-358,sine,4114706133015583382,train,294,357,358,0.304741138109826,0.30073248494556376,-0.004008653164262244
sine__target-360,sine,4114706133015583382,train,296,359,360,0.30765114062719157,0.34463749157466894,0.036986350947477376
sine__target-362,sine,4114706133015583382,train,298,361,362,0.3746474712247676,0.3794584173250508,0.004810946100283209
sine__target-364,sine,4114706133015583382,train,300,363,364,0.39659859562909155,0.41443419674963505,0.0178356011205435
sine__target-366,sine,4114706133015583382,train,302,365,366,0.44314911942865587,0.4639795272547165,0.020830407826060604
sine__target-368,sine,4114706133015583382,train,304,367,368,0.47143210856834744,0.4693239721238017,-0.0021081364445457162
sine__target-370,sine,4114706133015583382,train,306,369,370,0.502119673733107,0.5046524535055826,0.0025327797724756795
sine__target-372,sine,4114706133015583382,train,308,371,372,0.5288118153534868,0.5282211392610658,-0.0005906760924209165
sine__target-374,sine,4114706133015583382,train,310,373,374,0.5650873896007222,0.5503658263367236,-0.01472156326399865
sine__target-376,sine,4114706133015583382,train,312,375,376,0.5825697764648201,0.5957347712968639,0.013164994832043808
sine__target-378,sine,4114706133015583382,train,314,377,378,0.6281535167706708,0.6251551825701638,-0.0029983342005069913
sine__target-380,sine,4114706133015583382,train,316,379,380,0.6316476912053706,0.6433707605717731,0.01172306936640255
sine__target-382,sine,4114706133015583382,train,318,381,382,0.6607267664855353,0.6705043580970781,0.00977759161154279
sine__target-384,sine,4114706133015583382,train,320,383,384,0.7175777553174775,0.7028077890067654,-0.014769966310712035
sine__target-386,sine,4114706133015583382,train,322,385,386,0.7104826033102536,0.7525541117733326,0.042071508463079055
sine__target-388,sine,4114706133015583382,train,324,387,388,0.7343059881495114,0.7596937188757483,0.0253877307262369
sine__target-390,sine,4114706133015583382,train,326,389,390,0.7711588658189044,0.7960420572974458,0.024883191478541455
sine__target-392,sine,4114706133015583382,train,328,391,392,0.7969987134371206,0.7921330452517149,-0.0048656681854056805
sine__target-394,sine,4114706133015583382,train,330,393,394,0.8198654294045721,0.8368890010077011,0.017023571603129062
sine__target-396,sine,4114706133015583382,train,332,395,396,0.8355466076289935,0.8522325982625777,0.016685990633584225
sine__target-398,sine,4114706133015583382,train,334,397,398,0.8562167198176518,0.8542809877182963,-0.0019357320993554916
sine__target-400,sine,4114706133015583382,train,336,399,400,0.8743347202729893,0.878731223760575,0.00439650348758569
sine__target-402,sine,4114706133015583382,train,338,401,402,0.9031358219287173,0.8873515126518537,-0.015784309276863584
sine__target-404,sine,4114706133015583382,train,340,403,404,0.8957747120535376,0.920982269570354,0.02520755751681636
sine__target-406,sine,4114706133015583382,train,342,405,406,0.9248394969040517,0.9326525645495413,0.007813067645489613
sine__target-408,sine,4114706133015583382,train,344,407,408,0.9386895984454435,0.9629472459291568,0.024257647483713285
sine__target-410,sine,4114706133015583382,train,346,409,410,0.930844986992519,0.9568608430118084,0.026015856019289352
sine__target-412,sine,4114706133015583382,train,348,411,412,0.9615855054940162,0.9650210901123946,0.00343558461837834
sine__target-414,sine,4114706133015583382,train,350,413,414,0.9670080795126071,0.9750278076122112,0.008019728099604051
sine__target-416,sine,4114706133015583382,train,352,415,416,0.9686383339546709,0.9955168645046346,0.026878530549963697
sine__target-418,sine,4114706133015583382,train,354,417,418,1.00075572918074,0.98983724621533,-0.010918482965410092
sine__target-420,sine,4114706133015583382,train,356,419,420,1.0015769028539963,0.9893551288268679,-0.012221774027128318
sine__target-422,sine,4114706133015583382,train,358,421,422,0.9906535101436879,0.9867090934423836,-0.0039444167013042986
sine__target-424,sine,4114706133015583382,train,360,423,424,1.0052521524196323,0.9930767290825385,-0.01217542333709376
sine__target-426,sine,4114706133015583382,train,362,425,426,1.0125805196076487,0.9989813344166091,-0.013599185191039642
sine__target-428,sine,4114706133015583382,train,364,427,428,1.015814522600298,1.0082660993795116,-0.0075484232207863045
sine__target-430,sine,4114706133015583382,train,366,429,430,0.9919423911403425,0.9915861667516556,-0.0003562243886869876
sine__target-432,sine,4114706133015583382,train,368,431,432,0.9898500075938725,0.9936072687206275,0.003757261126755007
sine__target-434,sine,4114706133015583382,train,370,433,434,0.9992832677452776,0.974299033192773,-0.024984234552504647
sine__target-436,sine,4114706133015583382,train,372,435,436,0.9798515488259598,0.9943571561276193,0.014505607301659507
sine__target-438,sine,4114706133015583382,train,374,437,438,0.9764853827269133,0.9620876766796659,-0.014397706047247438
sine__target-440,sine,4114706133015583382,train,376,439,440,0.9677574037899933,0.9885073762625683,0.02074997247257504
sine__target-442,sine,4114706133015583382,train,378,441,442,0.9776342305195973,0.9340888013454923,-0.04354542917410498
sine__target-444,sine,4114706133015583382,train,380,443,444,0.9575750329119693,0.9349323687015612,-0.02264266421040817
sine__target-446,sine,4114706133015583382,train,382,445,446,0.9425086258218343,0.9297811306498408,-0.012727495171993453
sine__target-448,sine,4114706133015583382,train,384,447,448,0.9229667829566853,0.9176274546151093,-0.005339328341576022
sine__target-450,sine,4114706133015583382,train,386,449,450,0.9205288069491971,0.8941802151989547,-0.0263485917502424
sine__target-452,sine,4114706133015583382,train,388,451,452,0.9275556849351434,0.8651785942292297,-0.062377090705913685
sine__target-454,sine,4114706133015583382,train,390,453,454,0.8829650378367796,0.8626253624329496,-0.02033967540382997
sine__target-456,sine,4114706133015583382,train,392,455,456,0.8651606891334828,0.8671161465139068,0.0019554573804240194
sine__target-458,sine,4114706133015583382,train,394,457,458,0.8391670487350221,0.822834482798224,-0.016332565936798105
sine__target-460,sine,4114706133015583382,train,396,459,460,0.8366483334198722,0.8002631263859963,-0.03638520703387593
sine__target-462,sine,4114706133015583382,train,398,461,462,0.7937243108112266,0.7791605782080891,-0.01456373260313748
sine__target-464,sine,4114706133015583382,train,400,463,464,0.789670313474312,0.7695978523624172,-0.020072461111894868
sine__target-466,sine,4114706133015583382,train,402,465,466,0.7653664545559856,0.7307561806943428,-0.03461027386164284
sine__target-468,sine,4114706133015583382,train,404,467,468,0.7336339944992275,0.7113461110730503,-0.022287883426177157
sine__target-470,sine,4114706133015583382,train,406,469,470,0.7019621880952304,0.6902077708145047,-0.011754417280725682
sine__target-472,sine,4114706133015583382,train,408,471,472,0.6879790533909346,0.6649696764779113,-0.023009376913023294
sine__target-474,sine,4114706133015583382,train,410,473,474,0.6455333463264389,0.6273349928769592,-0.01819835344947973
sine__target-476,sine,4114706133015583382,train,412,475,476,0.6129515146112362,0.6007245377983453,-0.012226976812890866
sine__target-478,sine,4114706133015583382,train,414,477,478,0.5765525523703909,0.6005605551683747,0.024008002797983763
sine__target-480,sine,4114706133015583382,train,416,479,480,0.5506721080249454,0.5361407759901476,-0.014531332034797728
sine__target-482,sine,4114706133015583382,train,418,481,482,0.537378418669806,0.5095210795449948,-0.027857339124811142
sine__target-484,sine,4114706133015583382,train,420,483,484,0.5155709290411772,0.4888203349392809,-0.026750594101896286
sine__target-486,sine,4114706133015583382,train,422,485,486,0.4739299507886742,0.455450198717561,-0.018479752071113242
sine__target-488,sine,4114706133015583382,train,424,487,488,0.44415866300253226,0.4159080164828571,-0.028250646519675182
sine__target-490,sine,4114706133015583382,train,426,489,490,0.39943210657915784,0.4143740786525674,0.014941972073409582
sine__target-492,sine,4114706133015583382,train,428,491,492,0.3703528121393946,0.3472129315517373,-0.023139880587657258
sine__target-494,sine,4114706133015583382,train,430,493,494,0.33073792761067367,0.30595797830195937,-0.0247799493087143
sine__target-496,sine,4114706133015583382,train,432,495,496,0.32173815532027406,0.2960259114141326,-0.025712243906141463
sine__target-498,sine,4114706133015583382,train,434,497,498,0.2575114028492078,0.24919073899844607,-0.008320663850761745
sine__target-500,sine,4114706133015583382,train,436,499,500,0.22124068392838742,0.18796028423788044,-0.03328039969050697
sine__target-502,sine,4114706133015583382,train,438,501,502,0.18083487582081798,0.1835719293140393,0.002737053493221314
sine__target-504,sine,4114706133015583382,train,440,503,504,0.18289894205865806,0.13465596345400632,-0.04824297860465174
sine__target-506,sine,4114706133015583382,train,442,505,506,0.11050298850944647,0.09973090471606111,-0.01077208379338536
sine__target-508,sine,4114706133015583382,train,444,507,508,0.06648300429433437,0.04512130509807066,-0.02136169919626371
sine__target-510,sine,4114706133015583382,train,446,509,510,0.04009522249830474,0.02678647340468066,-0.013308749093624079
sine__target-512,sine,4114706133015583382,train,448,511,512,0.003530721662033851,-0.031804148540597404,-0.035334870202631256
sine__target-514,sine,4114706133015583382,train,450,513,514,-0.04325847708338971,-0.060906316648803,-0.01764783956541329
sine__target-516,sine,4114706133015583382,train,452,515,516,-0.06047408242294385,-0.0849665767123262,-0.024492494289382348
sine__target-518,sine,4114706133015583382,train,454,517,518,-0.09979898408704772,-0.13163550321919876,-0.031836519132151034
sine__target-520,sine,4114706133015583382,train,456,519,520,-0.13129018082655963,-0.14724162321960851,-0.01595144239304888
sine__target-522,sine,4114706133015583382,train,458,521,522,-0.16804379100109762,-0.19536109480724942,-0.0273173038061518
sine__target-524,sine,4114706133015583382,train,460,523,524,-0.22424672253509673,-0.21759488617981942,0.006651836355277302
sine__target-526,sine,4114706133015583382,train,462,525,526,-0.2531208310922601,-0.2614534769884224,-0.008332645896162338
sine__target-528,sine,4114706133015583382,train,464,527,528,-0.2777003183836423,-0.309142159820506,-0.03144184143686374
sine__target-530,sine,4114706133015583382,train,466,529,530,-0.3234458862161308,-0.32824467369072036,-0.004798787474589561
sine__target-532,sine,4114706133015583382,train,468,531,532,-0.3448436292377696,-0.37189953296047157,-0.027055903722701946
sine__target-534,sine,4114706133015583382,train,470,533,534,-0.35759527804532315,-0.4014362315633585,-0.04384095351803535
sine__target-536,sine,4114706133015583382,train,472,535,536,-0.405120072009309,-0.4396392697846012,-0.03451919777529222
sine__target-538,sine,4114706133015583382,train,474,537,538,-0.4350079995448082,-0.4686353795967165,-0.033627380051908295
sine__target-540,sine,4114706133015583382,train,476,539,540,-0.5011332877490169,-0.49857793698903496,0.0025553507599819225
sine__target-542,sine,4114706133015583382,train,478,541,542,-0.5097228132786247,-0.5535139266930766,-0.043791113414451965
sine__target-544,sine,4114706133015583382,train,480,543,544,-0.550417148235261,-0.5678199302691437,-0.01740278203388268
sine__target-546,sine,4114706133015583382,train,482,545,546,-0.5797382556229403,-0.6049901412219735,-0.02525188559903313
sine__target-548,sine,4114706133015583382,train,484,547,548,-0.5927778449167581,-0.6148611713026548,-0.022083326385896718
sine__target-550,sine,4114706133015583382,train,486,549,550,-0.6388795918562657,-0.6565743655690411,-0.01769477371277539
sine__target-552,sine,4114706133015583382,train,488,551,552,-0.6655469601113418,-0.6876833353919144,-0.02213637528057255
sine__target-554,sine,4114706133015583382,train,490,553,554,-0.6779553186157941,-0.7140498662336701,-0.036094547617876005
sine__target-556,sine,4114706133015583382,train,492,555,556,-0.7121097715264392,-0.715781626070366,-0.0036718545439268224
sine__target-558,sine,4114706133015583382,train,494,557,558,-0.7543165178637383,-0.7393317262555538,0.014984791608184556
sine__target-560,sine,4114706133015583382,train,496,559,560,-0.7540715829390874,-0.7679745459689459,-0.013902963029858495
sine__target-562,sine,4114706133015583382,train,498,561,562,-0.800343590427664,-0.8041572556794488,-0.003813665251784837
sine__target-564,sine,4114706133015583382,train,500,563,564,-0.812749816087724,-0.8199801752927093,-0.0072303592049852705
sine__target-566,sine,4114706133015583382,train,502,565,566,-0.8341507785720291,-0.8539910459849277,-0.01984026741289857
sine__target-568,sine,4114706133015583382,train,504,567,568,-0.8626398396049751,-0.8688175165747632,-0.006177676969788104
sine__target-570,sine,4114706133015583382,train,506,569,570,-0.8836169542767677,-0.8813552986449184,0.002261655631849324
sine__target-572,sine,4114706133015583382,train,508,571,572,-0.9018907973598306,-0.8993753317654324,0.002515465594398192
