representation,example_id,signal,split,input_steps,input_features,input_scalar_elements,input_bytes
raw,sine__target-320,sine,train,64,1,64,512
raw,sine__target-322,sine,train,64,1,64,512
raw,sine__target-324,sine,train,64,1,64,512
raw,sine__target-326,sine,train,64,1,64,512
raw,sine__target-328,sine,train,64,1,64,512
raw,sine__target-330,sine,train,64,1,64,512
raw,sine__target-332,sine,train,64,1,64,512
raw,sine__target-334,sine,train,64,1,64,512
raw,sine__target-336,sine,train,64,1,64,512
raw,sine__target-338,sine,train,64,1,64,512
raw,sine__target-340,sine,train,64,1,64,512
raw,sine__target-342,sine,train,64,1,64,512
raw,sine__target-344,sine,train,64,1,64,512
raw,sine__target-346,sine,train,64,1,64,512
raw,sine__target-348,sine,train,64,1,64,512
raw,sine__target-350,sine,train,64,1,64,512
raw,sine__target-352,sine,train,64,1,64,512
raw,sine__target-354,sine,train,64,1,64,512
raw,sine__target-356,sine,train,64,1,64,512
raw,sine__target-358,sine,train,64,1,64,512
raw,sine__target-360,sine,train,64,1,64,512
raw,sine__target-362,sine,train,64,1,64,512
raw,sine__target-364,sine,train,64,1,64,512
raw,sine__target-366,sine,train,64,1,64,512
raw,sine__target-368,sine,train,64,1,64,512
raw,sine__target-370,sine,train,64,1,64,512
raw,sine__target-372,sine,train,64,1,64,512
raw,sine__target-374,sine,train,64,1,64,512
raw,sine__target-376,sine,train,64,1,64,512
raw,sine__target-378,sine,train,64,1,64,512
raw,sine__target-380,sine,train,64,1,64,512
raw,sine__target-382,sine,train,64,1,64,512
raw,sine__target-384,sine,train,64,1,64,512
raw,sine__target-386,sine,train,64,1,64,512
raw,sine__target-388,sine,train,64,1,64,512
raw,sine__target-390,sine,train,64,1,64,512
raw,sine__target-392,sine,train,64,1,64,512
raw,sine__target-394,sine,train,64,1,64,512
raw,sine__target-396,sine,train,64,1,64,512
raw,sine__target-398,sine,train,64,1,64,512
raw,sine__target-400,sine,train,64,1,64,512
raw,sine__target-402,sine,train,64,1,64,512
raw,sine__target-404,sine,train,64,1,64,512
raw,sine__target-406,sine,train,64,1,64,512
raw,sine__target-408,sine,train,64,1,64,512
raw,sine__target-410,sine,train,64,1,64,512
raw,sine__target-412,sine,train,64,1,64,512
raw,sine__target-414,sine,train,64,1,64,512
raw,sine__target-416,sine,train,64,1,64,512
raw,sine__target-418,sine,train,64,1,64,512
raw,sine__target-420,sine,train,64,1,64,512
raw,sine__target-422,sine,train,64,1,64,512
raw,sine__target-424,sine,train,64,1,64,512
raw,sine__target-426,sine,train,64,1,64,512
raw,sine__target-428,sine,train,64,1,64,512
raw,sine__target-430,sine,train,64,1,64,512
raw,sine__target-432,sine,train,64,1,64,512
raw,sine__target-434,sine,train,64,1,64,512
raw,sine__target-436,sine,train,64,1,64,512
raw,sine__target-438,sine,train,64,1,64,512
raw,sine__target-440,sine,train,64,1,64,512
raw,sine__target-442,sine,train,64,1,64,512
raw,sine__target-444,sine,train,64,1,64,512
raw,sine__target-446,sine,train,64,1,64,512
raw,sine__target-448,sine,train,64,1,64,512
raw,sine__target-450,sine,train,64,1,64,512
raw,sine__target-452,sine,train,64,1,64,512
raw,sine__target-454,sine,train,64,1,64,512
raw,sine__target-456,sine,train,64,1,64,512
raw,sine__target-458,sine,train,64,1,64,512
raw,sine__target-460,sine,train,64,1,64,512
raw,sine__target-462,sine,train,64,1,64,512
raw,sine__target-464,sine,train,64,1,64,512
raw,sine__target-466,sine,train,64,1,64,512
raw,sine__target-468,sine,train,64,1,64,512
raw,sine__target-470,sine,train,64,1,64,512
raw,sine__target-472,sine,train,64,1,64,512
raw,sine__target-474,sine,train,64,1,64,512
raw,sine__target-476,sine,train,64,1,64,512
raw,sine__target-478,sine,train,64,1,64,512
raw,sine__target-480,sine,train,64,1,64,512
raw,sine__target-482,sine,train,64,1,64,512
raw,sine__target-484,sine,train,64,1,64,512
raw,sine__target-486,sine,train,64,1,64,512
raw,sine__target-488,sine,train,64,1,64,512
raw,sine__target-490,sine,train,64,1,64,512
raw,sine__target-492,sine,train,64,1,64,512
raw,sine__target-494,sine,train,64,1,64,512
raw,sine__target-496,sine,train,64,1,64,512
raw,sine__target-498,sine,train,64,1,64,512
raw,sine__target-500,sine,train,64,1,64,512
raw,sine__target-502,sine,train,64,1,64,512
raw,sine__target-504,sine,train,64,1,64,512
raw,sine__target-506,sine,train,64,1,64,512
raw,sine__target-508,sine,train,64,1,64,512
raw,sine__target-510,sine,train,64,1,64,512
raw,sine__target-512,sine,train,64,1,64,512
raw,sine__target-514,sine,train,64,1,64,512
raw,sine__target-516,sine,train,64,1,64,512
raw,sine__target-518,sine,train,64,1,64,512
raw,sine__target-520,sine,train,64,1,64,512
raw,sine__target-522,sine,train,64,1,64,512
raw,sine__target-524,sine,train,64,1,64,512
raw,sine__target-526,sine,train,64,1,64,512
raw,sine__target-528,sine,train,64,1,64,512
raw,sine__target-530,sine,train,64,1,64,512
raw,sine__target-532,sine,train,64,1,64,512
raw,sine__target-534,sine,train,64,1,64,512
raw,sine__target-536,sine,train,64,1,64,512
raw,sine__target-538,sine,train,64,1,64,512
raw,sine__target-540,sine,train,64,1,64,512
raw,sine__target-542,sine,train,64,1,64,512
raw,sine__target-544,sine,train,64,1,64,512
raw,sine__target-546,sine,train,64,1,64,512
raw,sine__target-548,sine,train,64,1,64,512
raw,sine__target-550,sine,train,64,1,64,512
raw,sine__target-552,sine,train,64,1,64,512
raw,sine__target-554,sine,train,64,1,64,512
raw,sine__target-556,sine,train,64,1,64,512
raw,sine__target-558,sine,train,64,1,64,512
raw,sine__target-560,sine,train,64,1,64,512
raw,sine__target-562,sine,train,64,1,64,512
raw,sine__target-564,sine,train,64,1,64,512
raw,sine__target-566,sine,train,64,1,64,512
raw,sine__target-568,sine,train,64,1,64,512
raw,sine__target-570,sine,train,64,1,64,512
raw,sine__target-572,sine,train,64,1,64,512
raw,sine__target-574,sine,train,64,1,64,512
raw,sine__target-576,sine,train,64,1,64,512
raw,sine__target-578,sine,train,64,1,64,512
raw,sine__target-580,sine,train,64,1,64,512
raw,sine__target-582,sine,train,64,1,64,512
raw,sine__target-584,sine,train,64,1,64,512
raw,sine__target-586,sine,train,64,1,64,512
raw,sine__target-588,sine,train,64,1,64,512
raw,sine__target-590,sine,train,64,1,64,512
raw,sine__target-592,sine,train,64,1,64,512
raw,sine__target-594,sine,train,64,1,64,512
raw,sine__target-596,sine,train,64,1,64,512
raw,sine__target-598,sine,train,64,1,64,512
raw,sine__target-600,sine,train,64,1,64,512
raw,sine__target-602,sine,train,64,1,64,512
raw,sine__target-604,sine,train,64,1,64,512
raw,sine__target-606,sine,train,64,1,64,512
raw,sine__target-608,sine,train,64,1,64,512
raw,sine__target-610,sine,train,64,1,64,512
raw,sine__target-612,sine,train,64,1,64,512
raw,sine__target-614,sine,validation,64,1,64,512
raw,sine__target-616,sine,validation,64,1,64,512
raw,sine__target-618,sine,validation,64,1,64,512
raw,sine__target-620,sine,validation,64,1,64,512
raw,sine__target-622,sine,validation,64,1,64,512
raw,sine__target-624,sine,validation,64,1,64,512
raw,sine__target-626,sine,validation,64,1,64,512
raw,sine__target-628,sine,validation,64,1,64,512
raw,sine__target-630,sine,validation,64,1,64,512
raw,sine__target-632,sine,validation,64,1,64,512
raw,sine__target-634,sine,validation,64,1,64,512
raw,sine__target-636,sine,validation,64,1,64,512
raw,sine__target-638,sine,validation,64,1,64,512
raw,sine__target-640,sine,validation,64,1,64,512
raw,sine__target-642,sine,validation,64,1,64,512
raw,sine__target-644,sine,validation,64,1,64,512
raw,sine__target-646,sine,validation,64,1,64,512
raw,sine__target-648,sine,validation,64,1,64,512
raw,sine__target-650,sine,validation,64,1,64,512
raw,sine__target-652,sine,validation,64,1,64,512
raw,sine__target-654,sine,validation,64,1,64,512
raw,sine__target-656,sine,validation,64,1,64,512
raw,sine__target-658,sine,validation,64,1,64,512
raw,sine__target-660,sine,validation,64,1,64,512
raw,sine__target-662,sine,validation,64,1,64,512
raw,sine__target-664,sine,validation,64,1,64,512
raw,sine__target-666,sine,validation,64,1,64,512
raw,sine__target-668,sine,validation,64,1,64,512
raw,sine__target-670,sine,validation,64,1,64,512
raw,sine__target-672,sine,validation,64,1,64,512
raw,sine__target-674,sine,validation,64,1,64,512
raw,sine__target-676,sine,validation,64,1,64,512
raw,sine__target-678,sine,validation,64,1,64,512
raw,sine__target-680,sine,validation,64,1,64,512
raw,sine__target-682,sine,validation,64,1,64,512
raw,sine__target-684,sine,validation,64,1,64,512
raw,sine__target-686,sine,validation,64,1,64,512
raw,sine__target-688,sine,validation,64,1,64,512
raw,sine__target-690,sine,validation,64,1,64,512
raw,sine__target-692,sine,validation,64,1,64,512
raw,sine__target-694,sine,validation,64,1,64,512
raw,sine__target-696,sine,validation,64,1,64,512
raw,sine__target-698,sine,validation,64,1,64,512
raw,sine__target-700,sine,validation,64,1,64,512
raw,sine__target-702,sine,validation,64,1,64,512
raw,sine__target-704,sine,validation,64,1,64,512
raw,sine__target-706,sine,validation,64,1,64,512
raw,sine__target-708,sine,validation,64,1,64,512
raw,sine__target-710,sine,validation,64,1,64,512
raw,sine__target-712,sine,validation,64,1,64,512
raw,sine__target-714,sine,validation,64,1,64,512
raw,sine__target-716,sine,validation,64,1,64,512
raw,sine__target-718,sine,validation,64,1,64,512
raw,sine__target-720,sine,validation,64,1,64,512
raw,sine__target-722,sine,validation,64,1,64,512
raw,sine__target-724,sine,validation,64,1,64,512
raw,sine__target-726,sine,validation,64,1,64,512
raw,sine__target-728,sine,validation,64,1,64,512
raw,sine__target-730,sine,validation,64,1,64,512
raw,sine__target-732,sine,validation,64,1,64,512
raw,sine__target-734,sine,validation,64,1,64,512
raw,sine__target-736,sine,validation,64,1,64,512
raw,sine__target-738,sine,validation,64,1,64,512
raw,sine__target-740,sine,validation,64,1,64,512
raw,sine__target-742,sine,validation,64,1,64,512
raw,sine__target-744,sine,validation,64,1,64,512
raw,sine__target-746,sine,validation,64,1,64,512
raw,sine__target-748,sine,validation,64,1,64,512
raw,sine__target-750,sine,validation,64,1,64,512
raw,sine__target-752,sine,validation,64,1,64,512
raw,sine__target-754,sine,validation,64,1,64,512
raw,sine__target-756,sine,validation,64,1,64,512
raw,sine__target-758,sine,validation,64,1,64,512
raw,sine__target-760,sine,validation,64,1,64,512
raw,sine__target-762,sine,validation,64,1,64,512
raw,sine__target-764,sine,validation,64,1,64,512
raw,sine__target-766,sine,validation,64,1,64,512
raw,sine__target-768,sine,validation,64,1,64,512
raw,sine__target-770,sine,validation,64,1,64,512
raw,sine__target-772,sine,validation,64,1,64,512
raw,sine__target-774,sine,validation,64,1,64,512
raw,sine__target-776,sine,validation,64,1,64,512
raw,sine__target-778,sine,validation,64,1,64,512
raw,sine__target-780,sine,validation,64,1,64,512
raw,sine__target-782,sine,validation,64,1,64,512
raw,sine__target-784,sine,validation,64,1,64,512
raw,sine__target-786,sine,validation,64,1,64,512
raw,sine__target-788,sine,validation,64,1,64,512
raw,sine__target-790,sine,validation,64,1,64,512
raw,sine__target-792,sine,validation,64,1,64,512
raw,sine__target-794,sine,validation,64,1,64,512
raw,sine__target-796,sine,validation,64,1,64,512
raw,sine__target-798,sine,validation,64,1,64,512
raw,sine__target-800,sine,validation,64,1,64,512
raw,sine__target-802,sine,validation,64,1,64,512
raw,sine__target-804,sine,validation,64,1,64,512
raw,sine__target-806,sine,validation,64,1,64,512
raw,sine__target-808,sine,validation,64,1,64,512
raw,sine__target-810,sine,validation,64,1,64,512
raw,sine__target-812,sine,validation,64,1,64,512
raw,sine__target-814,sine,validation,64,1,64,512
raw,sine__target-816,sine,validation,64,1,64,512
raw,sine__target-818,sine,validation,64,1,64,512
raw,sine__target-820,sine,test,64,1,64,512
raw,sine__target-822,sine,test,64,1,64,512
raw,sine__target-824,sine,test,64,1,64,512
raw,sine__target-826,sine,test,64,1,64,512
raw,sine__target-828,sine,test,64,1,64,512
raw,sine__target-830,sine,test,64,1,64,512
raw,sine__target-832,sine,test,64,1,64,512
raw,sine__target-834,sine,test,64,1,64,512
raw,sine__target-836,sine,test,64,1,64,512
raw,sine__target-838,sine,test,64,1,64,512
raw,sine__target-840,sine,test,64,1,64,512
raw,sine__target-842,sine,test,64,1,64,512
raw,sine__target-844,sine,test,64,1,64,512
raw,sine__target-846,sine,test,64,1,64,512
raw,sine__target-848,sine,test,64,1,64,512
raw,sine__target-850,sine,test,64,1,64,512
raw,sine__target-852,sine,test,64,1,64,512
raw,sine__target-854,sine,test,64,1,64,512
raw,sine__target-856,sine,test,64,1,64,512
raw,sine__target-858,sine,test,64,1,64,512
raw,sine__target-860,sine,test,64,1,64,512
raw,sine__target-862,sine,test,64,1,64,512
raw,sine__target-864,sine,test,64,1,64,512
raw,sine__target-866,sine,test,64,1,64,512
raw,sine__target-868,sine,test,64,1,64,512
raw,sine__target-870,sine,test,64,1,64,512
raw,sine__target-872,sine,test,64,1,64,512
raw,sine__target-874,sine,test,64,1,64,512
raw,sine__target-876,sine,test,64,1,64,512
raw,sine__target-878,sine,test,64,1,64,512
raw,sine__target-880,sine,test,64,1,64,512
raw,sine__target-882,sine,test,64,1,64,512
raw,sine__target-884,sine,test,64,1,64,512
raw,sine__target-886,sine,test,64,1,64,512
raw,sine__target-888,sine,test,64,1,64,512
raw,sine__target-890,sine,test,64,1,64,512
raw,sine__target-892,sine,test,64,1,64,512
raw,sine__target-894,sine,test,64,1,64,512
raw,sine__target-896,sine,test,64,1,64,512
raw,sine__target-898,sine,test,64,1,64,512
raw,sine__target-900,sine,test,64,1,64,512
raw,sine__target-902,sine,test,64,1,64,512
raw,sine__target-904,sine,test,64,1,64,512
raw,sine__target-906,sine,test,64,1,64,512
raw,sine__target-908,sine,test,64,1,64,512
raw,sine__target-910,sine,test,64,1,64,512
raw,sine__target-912,sine,test,64,1,64,512
raw,sine__target-914,sine,test,64,1,64,512
raw,sine__target-916,sine,test,64,1,64,512
raw,sine__target-918,sine,test,64,1,64,512
raw,sine__target-920,sine,test,64,1,64,512
raw,sine__target-922,sine,test,64,1,64,512
raw,sine__target-924,sine,test,64,1,64,512
raw,sine__target-926,sine,test,64,1,64,512
raw,sine__target-928,sine,test,64,1,64,512
raw,sine__target-930,sine,test,64,1,64,512
raw,sine__target-932,sine,test,64,1,64,512
raw,sine__target-934,sine,test,64,1,64,512
raw,sine__target-936,sine,test,64,1,64,512
raw,sine__target-938,sine,test,64,1,64,512
raw,sine__target-940,sine,test,64,1,64,512
raw,sine__target-942,sine,test,64,1,64,512
raw,sine__target-944,sine,test,64,1,64,512
raw,sine__target-946,sine,test,64,1,64,512
raw,sine__target-948,sine,test,64,1,64,512
raw,sine__target-950,sine,test,64,1,64,512
raw,sine__target-952,sine,test,64,1,64,512
raw,sine__target-954,sine,test,64,1,64,512
raw,sine__target-956,sine,test,64,1,64,512
raw,sine__target-958,sine,test,64,1,64,512
raw,sine__target-960,sine,test,64,1,64,512
raw,sine__target-962,sine,test,64,1,64,512
raw,sine__target-964,sine,test,64,1,64,512
raw,sine__target-966,sine,test,64,1,64,512
raw,sine__target-968,sine,test,64,1,64,512
raw,sine__target-970,sine,test,64,1,64,512
raw,sine__target-972,sine,test,64,1,64,512
raw,sine__target-974,sine,test,64,1,64,512
raw,sine__target-976,sine,test,64,1,64,512
raw,sine__target-978,sine,test,64,1,64,512
raw,sine__target-980,sine,test,64,1,64,512
raw,sine__target-982,sine,test,64,1,64,512
raw,sine__target-984,sine,test,64,1,64,512
raw,sine__target-986,sine,test,64,1,64,512
raw,sine__target-988,sine,test,64,1,64,512
raw,sine__target-990,sine,test,64,1,64,512
raw,sine__target-992,sine,test,64,1,64,512
raw,sine__target-994,sine,test,64,1,64,512
raw,sine__target-996,sine,test,64,1,64,512
raw,sine__target-998,sine,test,64,1,64,512
raw,sine__target-1000,sine,test,64,1,64,512
raw,sine__target-1002,sine,test,64,1,64,512
raw,sine__target-1004,sine,test,64,1,64,512
raw,sine__target-1006,sine,test,64,1,64,512
raw,sine__target-1008,sine,test,64,1,64,512
raw,sine__target-1010,sine,test,64,1,64,512
raw,sine__target-1012,sine,test,64,1,64,512
raw,sine__target-1014,sine,test,64,1,64,512
raw,sine__target-1016,sine,test,64,1,64,512
raw,sine__target-1018,sine,test,64,1,64,512
raw,sine__target-1020,sine,test,64,1,64,512
raw,sine__target-1022,sine,test,64,1,64,512
raw,chirp__target-64,chirp,train,64,1,64,512
raw,chirp__target-66,chirp,train,64,1,64,512
raw,chirp__target-68,chirp,train,64,1,64,512
raw,chirp__target-70,chirp,train,64,1,64,512
raw,chirp__target-72,chirp,train,64,1,64,512
raw,chirp__target-74,chirp,train,64,1,64,512
raw,chirp__target-76,chirp,train,64,1,64,512
raw,chirp__target-78,chirp,train,64,1,64,512
raw,chirp__target-80,chirp,train,64,1,64,512
raw,chirp__target-82,chirp,train,64,1,64,512
raw,chirp__target-84,chirp,train,64,1,64,512
raw,chirp__target-86,chirp,train,64,1,64,512
raw,chirp__target-88,chirp,train,64,1,64,512
raw,chirp__target-90,chirp,train,64,1,64,512
raw,chirp__target-92,chirp,train,64,1,64,512
raw,chirp__target-94,chirp,train,64,1,64,512
raw,chirp__target-96,chirp,train,64,1,64,512
raw,chirp__target-98,chirp,train,64,1,64,512
raw,chirp__target-100,chirp,train,64,1,64,512
raw,chirp__target-102,chirp,train,64,1,64,512
raw,chirp__target-104,chirp,train,64,1,64,512
raw,chirp__target-106,chirp,train,64,1,64,512
raw,chirp__target-108,chirp,train,64,1,64,512
raw,chirp__target-110,chirp,train,64,1,64,512
raw,chirp__target-112,chirp,train,64,1,64,512
raw,chirp__target-114,chirp,train,64,1,64,512
raw,chirp__target-116,chirp,train,64,1,64,512
raw,chirp__target-118,chirp,train,64,1,64,512
raw,chirp__target-120,chirp,train,64,1,64,512
raw,chirp__target-122,chirp,train,64,1,64,512
raw,chirp__target-124,chirp,train,64,1,64,512
raw,chirp__target-126,chirp,train,64,1,64,512
raw,chirp__target-128,chirp,train,64,1,64,512
raw,chirp__target-130,chirp,train,64,1,64,512
raw,chirp__target-132,chirp,train,64,1,64,512
raw,chirp__target-134,chirp,train,64,1,64,512
raw,chirp__target-136,chirp,train,64,1,64,512
raw,chirp__target-138,chirp,train,64,1,64,512
raw,chirp__target-140,chirp,train,64,1,64,512
raw,chirp__target-142,chirp,train,64,1,64,512
raw,chirp__target-144,chirp,train,64,1,64,512
raw,chirp__target-146,chirp,train,64,1,64,512
raw,chirp__target-148,chirp,train,64,1,64,512
raw,chirp__target-150,chirp,train,64,1,64,512
raw,chirp__target-152,chirp,train,64,1,64,512
raw,chirp__target-154,chirp,train,64,1,64,512
raw,chirp__target-156,chirp,train,64,1,64,512
raw,chirp__target-158,chirp,train,64,1,64,512
raw,chirp__target-160,chirp,train,64,1,64,512
raw,chirp__target-162,chirp,train,64,1,64,512
raw,chirp__target-164,chirp,train,64,1,64,512
raw,chirp__target-166,chirp,train,64,1,64,512
raw,chirp__target-168,chirp,train,64,1,64,512
raw,chirp__target-170,chirp,train,64,1,64,512
raw,chirp__target-172,chirp,train,64,1,64,512
raw,chirp__target-174,chirp,train,64,1,64,512
raw,chirp__target-176,chirp,train,64,1,64,512
raw,chirp__target-178,chirp,train,64,1,64,512
raw,chirp__target-180,chirp,train,64,1,64,512
raw,chirp__target-182,chirp,train,64,1,64,512
raw,chirp__target-184,chirp,train,64,1,64,512
raw,chirp__target-186,chirp,train,64,1,64,512
raw,chirp__target-188,chirp,train,64,1,64,512
raw,chirp__target-190,chirp,train,64,1,64,512
raw,chirp__target-192,chirp,train,64,1,64,512
raw,chirp__target-194,chirp,train,64,1,64,512
raw,chirp__target-196,chirp,train,64,1,64,512
raw,chirp__target-198,chirp,train,64,1,64,512
raw,chirp__target-200,chirp,train,64,1,64,512
raw,chirp__target-202,chirp,train,64,1,64,512
raw,chirp__target-204,chirp,train,64,1,64,512
raw,chirp__target-206,chirp,train,64,1,64,512
raw,chirp__target-208,chirp,train,64,1,64,512
raw,chirp__target-210,chirp,train,64,1,64,512
raw,chirp__target-212,chirp,train,64,1,64,512
raw,chirp__target-214,chirp,train,64,1,64,512
raw,chirp__target-216,chirp,train,64,1,64,512
raw,chirp__target-218,chirp,train,64,1,64,512
raw,chirp__target-220,chirp,train,64,1,64,512
raw,chirp__target-222,chirp,train,64,1,64,512
raw,chirp__target-224,chirp,train,64,1,64,512
raw,chirp__target-226,chirp,train,64,1,64,512
raw,chirp__target-228,chirp,train,64,1,64,512
raw,chirp__target-230,chirp,train,64,1,64,512
raw,chirp__target-232,chirp,train,64,1,64,512
raw,chirp__target-234,chirp,train,64,1,64,512
raw,chirp__target-236,chirp,train,64,1,64,512
raw,chirp__target-238,chirp,train,64,1,64,512
raw,chirp__target-240,chirp,train,64,1,64,512
raw,chirp__target-242,chirp,train,64,1,64,512
raw,chirp__target-244,chirp,train,64,1,64,512
raw,chirp__target-246,chirp,train,64,1,64,512
raw,chirp__target-248,chirp,train,64,1,64,512
raw,chirp__target-250,chirp,train,64,1,64,512
raw,chirp__target-252,chirp,train,64,1,64,512
raw,chirp__target-254,chirp,train,64,1,64,512
raw,chirp__target-256,chirp,train,64,1,64,512
raw,chirp__target-258,chirp,train,64,1,64,512
raw,chirp__target-260,chirp,train,64,1,64,512
raw,chirp__target-262,chirp,train,64,1,64,512
raw,chirp__target-264,chirp,train,64,1,64,512
raw,chirp__target-266,chirp,train,64,1,64,512
raw,chirp__target-268,chirp,train,64,1,64,512
raw,chirp__target-270,chirp,train,64,1,64,512
raw,chirp__target-272,chirp,train,64,1,64,512
raw,chirp__target-274,chirp,train,64,1,64,512
raw,chirp__target-276,chirp,train,64,1,64,512
raw,chirp__target-278,chirp,train,64,1,64,512
raw,chirp__target-280,chirp,train,64,1,64,512
raw,chirp__target-282,chirp,train,64,1,64,512
