representation,query_sample_id,query_label,rank,gallery_sample_id,gallery_label,distance,correct
raw,query__sine__v2,sine,16,gallery__ramp__v2,ramp,0.7659816988370804,False
raw,query__sine__v2,sine,17,gallery__first_order_response__v0,first_order_response,0.8236763908047816,False
raw,query__sine__v2,sine,18,gallery__first_order_response__v2,first_order_response,0.828504309489284,False
raw,query__sine__v2,sine,19,gallery__ramp__v0,ramp,0.8305448054248697,False
raw,query__sine__v2,sine,20,gallery__second_order_response__v2,second_order_response,0.8477766983454509,False
raw,query__sine__v2,sine,21,gallery__first_order_response__v1,first_order_response,0.901826883230565,False
raw,query__chirp__v0,chirp,1,gallery__chirp__v1,chirp,0.15764564665089548,True
raw,query__chirp__v0,chirp,2,gallery__regime_change__v1,regime_change,0.21249125998160698,False
raw,query__chirp__v0,chirp,3,gallery__piecewise_linear__v1,piecewise_linear,0.23660818000263467,False
raw,query__chirp__v0,chirp,4,gallery__sine__v1,sine,0.25478411736297685,False
raw,query__chirp__v0,chirp,5,gallery__chirp__v2,chirp,0.25727372197093923,True
raw,query__chirp__v0,chirp,6,gallery__sine__v2,sine,0.29937671564262197,False
raw,query__chirp__v0,chirp,7,gallery__second_order_response__v0,second_order_response,0.3071009707834473,False
raw,query__chirp__v0,chirp,8,gallery__regime_change__v0,regime_change,0.3110842530044366,False
raw,query__chirp__v0,chirp,9,gallery__regime_change__v2,regime_change,0.37249834427538325,False
raw,query__chirp__v0,chirp,10,gallery__piecewise_linear__v2,piecewise_linear,0.3800549806537941,False
raw,query__chirp__v0,chirp,11,gallery__chirp__v0,chirp,0.3979012993969256,True
raw,query__chirp__v0,chirp,12,gallery__ramp__v1,ramp,0.4538408211302049,False
raw,query__chirp__v0,chirp,13,gallery__first_order_response__v0,first_order_response,0.4625128565188117,False
raw,query__chirp__v0,chirp,14,gallery__sine__v0,sine,0.469170442859093,False
raw,query__chirp__v0,chirp,15,gallery__piecewise_linear__v0,piecewise_linear,0.47530382666337184,False
raw,query__chirp__v0,chirp,16,gallery__second_order_response__v1,second_order_response,0.5031885023090522,False
raw,query__chirp__v0,chirp,17,gallery__ramp__v0,ramp,0.5355596710198881,False
raw,query__chirp__v0,chirp,18,gallery__first_order_response__v1,first_order_response,0.5412922042767648,False
raw,query__chirp__v0,chirp,19,gallery__ramp__v2,ramp,0.6971729821443019,False
raw,query__chirp__v0,chirp,20,gallery__first_order_response__v2,first_order_response,1.2278347088541983,False
raw,query__chirp__v0,chirp,21,gallery__second_order_response__v2,second_order_response,1.400519098500953,False
raw,query__chirp__v1,chirp,1,gallery__chirp__v1,chirp,0.1212745203665284,True
raw,query__chirp__v1,chirp,2,gallery__chirp__v0,chirp,0.1697082505795571,True
raw,query__chirp__v1,chirp,3,gallery__regime_change__v0,regime_change,0.1703681876860581,False
raw,query__chirp__v1,chirp,4,gallery__sine__v1,sine,0.22736696723217156,False
raw,query__chirp__v1,chirp,5,gallery__sine__v0,sine,0.27587931541367516,False
raw,query__chirp__v1,chirp,6,gallery__regime_change__v1,regime_change,0.2792810425441759,False
raw,query__chirp__v1,chirp,7,gallery__chirp__v2,chirp,0.362088193672254,True
raw,query__chirp__v1,chirp,8,gallery__sine__v2,sine,0.4004666041143584,False
raw,query__chirp__v1,chirp,9,gallery__piecewise_linear__v0,piecewise_linear,0.4359627390965406,False
raw,query__chirp__v1,chirp,10,gallery__piecewise_linear__v1,piecewise_linear,0.44981978602143713,False
raw,query__chirp__v1,chirp,11,gallery__second_order_response__v0,second_order_response,0.5506272933928463,False
raw,query__chirp__v1,chirp,12,gallery__regime_change__v2,regime_change,0.5706478701203405,False
raw,query__chirp__v1,chirp,13,gallery__ramp__v0,ramp,0.6147821178527785,False
raw,query__chirp__v1,chirp,14,gallery__first_order_response__v0,first_order_response,0.6765351995614369,False
raw,query__chirp__v1,chirp,15,gallery__ramp__v1,ramp,0.680047270285948,False
raw,query__chirp__v1,chirp,16,gallery__piecewise_linear__v2,piecewise_linear,0.6847145083785044,False
raw,query__chirp__v1,chirp,17,gallery__second_order_response__v1,second_order_response,0.982540016895676,False
raw,query__chirp__v1,chirp,18,gallery__first_order_response__v1,first_order_response,1.0374809423403417,False
raw,query__chirp__v1,chirp,19,gallery__ramp__v2,ramp,1.1632291229282368,False
raw,query__chirp__v1,chirp,20,gallery__first_order_response__v2,first_order_response,1.7315089429171502,False
raw,query__chirp__v1,chirp,21,gallery__second_order_response__v2,second_order_response,2.0376103309700544,False
raw,query__chirp__v2,chirp,1,gallery__chirp__v2,chirp,0.13477451730971857,True
raw,query__chirp__v2,chirp,2,gallery__regime_change__v2,regime_change,0.19478265044992818,False
raw,query__chirp__v2,chirp,3,gallery__sine__v2,sine,0.28434076822977655,False
raw,query__chirp__v2,chirp,4,gallery__regime_change__v1,regime_change,0.30121892895216873,False
raw,query__chirp__v2,chirp,5,gallery__chirp__v1,chirp,0.38556173488413936,True
raw,query__chirp__v2,chirp,6,gallery__piecewise_linear__v2,piecewise_linear,0.48559124721252417,False
raw,query__chirp__v2,chirp,7,gallery__sine__v1,sine,0.4876999026783533,False
raw,query__chirp__v2,chirp,8,gallery__second_order_response__v1,second_order_response,0.5817421920957893,False
raw,query__chirp__v2,chirp,9,gallery__piecewise_linear__v1,piecewise_linear,0.6313558970219735,False
raw,query__chirp__v2,chirp,10,gallery__second_order_response__v2,second_order_response,0.6689314020786661,False
raw,query__chirp__v2,chirp,11,gallery__regime_change__v0,regime_change,0.6765105074287455,False
raw,query__chirp__v2,chirp,12,gallery__second_order_response__v0,second_order_response,0.6898509734511536,False
raw,query__chirp__v2,chirp,13,gallery__ramp__v2,ramp,0.7755113911110195,False
raw,query__chirp__v2,chirp,14,gallery__sine__v0,sine,0.7912607262811188,False
raw,query__chirp__v2,chirp,15,gallery__chirp__v0,chirp,0.8182463705854945,True
raw,query__chirp__v2,chirp,16,gallery__ramp__v1,ramp,0.8499088062330468,False
raw,query__chirp__v2,chirp,17,gallery__first_order_response__v2,first_order_response,0.8733303781230365,False
raw,query__chirp__v2,chirp,18,gallery__first_order_response__v1,first_order_response,0.9076799017155295,False
raw,query__chirp__v2,chirp,19,gallery__piecewise_linear__v0,piecewise_linear,0.9512928266795755,False
raw,query__chirp__v2,chirp,20,gallery__first_order_response__v0,first_order_response,0.9586642987602912,False
raw,query__chirp__v2,chirp,21,gallery__ramp__v0,ramp,1.1203807601503755,False
raw,query__ramp__v0,ramp,1,gallery__ramp__v1,ramp,0.047827045903578655,True
raw,query__ramp__v0,ramp,2,gallery__first_order_response__v1,first_order_response,0.1887781273459856,False
raw,query__ramp__v0,ramp,3,gallery__piecewise_linear__v1,piecewise_linear,0.25168573373906933,False
raw,query__ramp__v0,ramp,4,gallery__second_order_response__v0,second_order_response,0.3033938361823557,False
raw,query__ramp__v0,ramp,5,gallery__piecewise_linear__v2,piecewise_linear,0.3186058091721623,False
raw,query__ramp__v0,ramp,6,gallery__second_order_response__v1,second_order_response,0.34070094062096296,False
raw,query__ramp__v0,ramp,7,gallery__first_order_response__v0,first_order_response,0.3412657597791862,False
raw,query__ramp__v0,ramp,8,gallery__ramp__v2,ramp,0.36175990448470885,True
raw,query__ramp__v0,ramp,9,gallery__ramp__v0,ramp,0.6660442875070229,True
raw,query__ramp__v0,ramp,10,gallery__chirp__v1,chirp,0.6726836425266424,False
raw,query__ramp__v0,ramp,11,gallery__sine__v1,sine,0.675502609172383,False
raw,query__ramp__v0,ramp,12,gallery__regime_change__v1,regime_change,0.7002219128782844,False
raw,query__ramp__v0,ramp,13,gallery__sine__v2,sine,0.7339376424710016,False
raw,query__ramp__v0,ramp,14,gallery__chirp__v2,chirp,0.7504882503575894,False
raw,query__ramp__v0,ramp,15,gallery__piecewise_linear__v0,piecewise_linear,0.7736687012913621,False
raw,query__ramp__v0,ramp,16,gallery__regime_change__v2,regime_change,0.8090273718319227,False
raw,query__ramp__v0,ramp,17,gallery__regime_change__v0,regime_change,0.837630218488785,False
raw,query__ramp__v0,ramp,18,gallery__first_order_response__v2,first_order_response,0.846997819183289,False
raw,query__ramp__v0,ramp,19,gallery__chirp__v0,chirp,0.971088962769131,False
raw,query__ramp__v0,ramp,20,gallery__second_order_response__v2,second_order_response,1.032863141225722,False
raw,query__ramp__v0,ramp,21,gallery__sine__v0,sine,1.131432379896502,False
raw,query__ramp__v1,ramp,1,gallery__ramp__v1,ramp,0.07737533298984235,True
raw,query__ramp__v1,ramp,2,gallery__first_order_response__v0,first_order_response,0.10995344427994487,False
raw,query__ramp__v1,ramp,3,gallery__second_order_response__v0,second_order_response,0.1996432189639006,False
raw,query__ramp__v1,ramp,4,gallery__ramp__v0,ramp,0.22408018799121193,True
raw,query__ramp__v1,ramp,5,gallery__piecewise_linear__v1,piecewise_linear,0.26068507519947376,False
raw,query__ramp__v1,ramp,6,gallery__piecewise_linear__v0,piecewise_linear,0.38235894539998666,False
raw,query__ramp__v1,ramp,7,gallery__first_order_response__v1,first_order_response,0.4795909427855614,False
raw,query__ramp__v1,ramp,8,gallery__regime_change__v0,regime_change,0.5397041968628796,False
raw,query__ramp__v1,ramp,9,gallery__piecewise_linear__v2,piecewise_linear,0.5459448146730652,False
raw,query__ramp__v1,ramp,10,gallery__chirp__v1,chirp,0.5859090461553127,False
raw,query__ramp__v1,ramp,11,gallery__chirp__v0,chirp,0.6131329464454319,False
raw,query__ramp__v1,ramp,12,gallery__sine__v1,sine,0.6254983096983803,False
raw,query__ramp__v1,ramp,13,gallery__regime_change__v1,regime_change,0.6311356451711941,False
raw,query__ramp__v1,ramp,14,gallery__second_order_response__v1,second_order_response,0.6325274632707627,False
raw,query__ramp__v1,ramp,15,gallery__sine__v2,sine,0.6912993608059951,False
raw,query__ramp__v1,ramp,16,gallery__ramp__v2,ramp,0.7268943526507171,True
raw,query__ramp__v1,ramp,17,gallery__chirp__v2,chirp,0.7845928553274516,False
raw,query__ramp__v1,ramp,18,gallery__sine__v0,sine,0.789317063867342,False
raw,query__ramp__v1,ramp,19,gallery__regime_change__v2,regime_change,0.8669121631747992,False
raw,query__ramp__v1,ramp,20,gallery__first_order_response__v2,first_order_response,1.2121322673492982,False
raw,query__ramp__v1,ramp,21,gallery__second_order_response__v2,second_order_response,1.3979975893917318,False
raw,query__ramp__v2,ramp,1,gallery__ramp__v2,ramp,0.10867695703010309,True
raw,query__ramp__v2,ramp,2,gallery__first_order_response__v2,first_order_response,0.12539192607193128,False
raw,query__ramp__v2,ramp,3,gallery__second_order_response__v2,second_order_response,0.31853629672515105,False
raw,query__ramp__v2,ramp,4,gallery__first_order_response__v1,first_order_response,0.3888750831241978,False
raw,query__ramp__v2,ramp,5,gallery__piecewise_linear__v2,piecewise_linear,0.41530282774804494,False
raw,query__ramp__v2,ramp,6,gallery__second_order_response__v1,second_order_response,0.43610436313979856,False
raw,query__ramp__v2,ramp,7,gallery__ramp__v1,ramp,0.796458321993722,True
raw,query__ramp__v2,ramp,8,gallery__regime_change__v2,regime_change,0.8305500900638486,False
raw,query__ramp__v2,ramp,9,gallery__chirp__v2,chirp,0.8363695330283002,False
raw,query__ramp__v2,ramp,10,gallery__piecewise_linear__v1,piecewise_linear,0.9387710295284312,False
raw,query__ramp__v2,ramp,11,gallery__sine__v2,sine,0.9939055400544303,False
raw,query__ramp__v2,ramp,12,gallery__second_order_response__v0,second_order_response,1.0108010079827185,False
raw,query__ramp__v2,ramp,13,gallery__regime_change__v1,regime_change,1.0403254624835696,False
raw,query__ramp__v2,ramp,14,gallery__chirp__v1,chirp,1.201288467816285,False
raw,query__ramp__v2,ramp,15,gallery__first_order_response__v0,first_order_response,1.3090110906040433,False
raw,query__ramp__v2,ramp,16,gallery__sine__v1,sine,1.4404145605047909,False
raw,query__ramp__v2,ramp,17,gallery__regime_change__v0,regime_change,1.6484005403690947,False
raw,query__ramp__v2,ramp,18,gallery__ramp__v0,ramp,1.6833005169080282,True
raw,query__ramp__v2,ramp,19,gallery__piecewise_linear__v0,piecewise_linear,1.8067253067432743,False
raw,query__ramp__v2,ramp,20,gallery__chirp__v0,chirp,2.0908620989616615,False
raw,query__ramp__v2,ramp,21,gallery__sine__v0,sine,2.2200920221322202,False
raw,query__piecewise_linear__v0,piecewise_linear,1,gallery__piecewise_linear__v1,piecewise_linear,0.060913031647921854,True
raw,query__piecewise_linear__v0,piecewise_linear,2,gallery__second_order_response__v0,second_order_response,0.161712280925069,False
raw,query__piecewise_linear__v0,piecewise_linear,3,gallery__piecewise_linear__v2,piecewise_linear,0.17571208338592142,True
raw,query__piecewise_linear__v0,piecewise_linear,4,gallery__ramp__v1,ramp,0.2010615905018625,False
raw,query__piecewise_linear__v0,piecewise_linear,5,gallery__first_order_response__v0,first_order_response,0.27388231044800937,False
raw,query__piecewise_linear__v0,piecewise_linear,6,gallery__first_order_response__v1,first_order_response,0.3569155792016533,False
raw,query__piecewise_linear__v0,piecewise_linear,7,gallery__second_order_response__v1,second_order_response,0.3945942911158165,False
raw,query__piecewise_linear__v0,piecewise_linear,8,gallery__chirp__v1,chirp,0.4315914756650852,False
raw,query__piecewise_linear__v0,piecewise_linear,9,gallery__regime_change__v1,regime_change,0.4340659639805201,False
raw,query__piecewise_linear__v0,piecewise_linear,10,gallery__sine__v1,sine,0.4619031557216988,False
raw,query__piecewise_linear__v0,piecewise_linear,11,gallery__piecewise_linear__v0,piecewise_linear,0.4649819288269014,True
raw,query__piecewise_linear__v0,piecewise_linear,12,gallery__sine__v2,sine,0.4805751489823117,False
raw,query__piecewise_linear__v0,piecewise_linear,13,gallery__ramp__v2,ramp,0.49214236423477503,False
raw,query__piecewise_linear__v0,piecewise_linear,14,gallery__chirp__v2,chirp,0.5119907022237671,False
raw,query__piecewise_linear__v0,piecewise_linear,15,gallery__regime_change__v2,regime_change,0.5163385590879742,False
raw,query__piecewise_linear__v0,piecewise_linear,16,gallery__regime_change__v0,regime_change,0.5334194176297412,False
raw,query__piecewise_linear__v0,piecewise_linear,17,gallery__ramp__v0,ramp,0.5365828302826955,False
raw,query__piecewise_linear__v0,piecewise_linear,18,gallery__chirp__v0,chirp,0.6019338457266447,False
raw,query__piecewise_linear__v0,piecewise_linear,19,gallery__sine__v0,sine,0.747632667122692,False
raw,query__piecewise_linear__v0,piecewise_linear,20,gallery__first_order_response__v2,first_order_response,0.9763876463527918,False
raw,query__piecewise_linear__v0,piecewise_linear,21,gallery__second_order_response__v2,second_order_response,1.1625347574131109,False
raw,query__piecewise_linear__v1,piecewise_linear,1,gallery__piecewise_linear__v1,piecewise_linear,0.06265230423541807,True
raw,query__piecewise_linear__v1,piecewise_linear,2,gallery__piecewise_linear__v0,piecewise_linear,0.10670359866367933,True
raw,query__piecewise_linear__v1,piecewise_linear,3,gallery__second_order_response__v0,second_order_response,0.23302518592869795,False
raw,query__piecewise_linear__v1,piecewise_linear,4,gallery__first_order_response__v0,first_order_response,0.2640263523026458,False
raw,query__piecewise_linear__v1,piecewise_linear,5,gallery__ramp__v0,ramp,0.28242823671776773,False
raw,query__piecewise_linear__v1,piecewise_linear,6,gallery__regime_change__v0,regime_change,0.2853750075267483,False
raw,query__piecewise_linear__v1,piecewise_linear,7,gallery__sine__v1,sine,0.3178294424721851,False
raw,query__piecewise_linear__v1,piecewise_linear,8,gallery__regime_change__v1,regime_change,0.34018968598068194,False
raw,query__piecewise_linear__v1,piecewise_linear,9,gallery__ramp__v1,ramp,0.34222244559309095,False
raw,query__piecewise_linear__v1,piecewise_linear,10,gallery__chirp__v1,chirp,0.3565313110735984,False
raw,query__piecewise_linear__v1,piecewise_linear,11,gallery__chirp__v0,chirp,0.3677899932119742,False
raw,query__piecewise_linear__v1,piecewise_linear,12,gallery__piecewise_linear__v2,piecewise_linear,0.3800724535677142,True
raw,query__piecewise_linear__v1,piecewise_linear,13,gallery__sine__v0,sine,0.3948893641284376,False
raw,query__piecewise_linear__v1,piecewise_linear,14,gallery__sine__v2,sine,0.4683791632008404,False
raw,query__piecewise_linear__v1,piecewise_linear,15,gallery__regime_change__v2,regime_change,0.5268762943299844,False
raw,query__piecewise_linear__v1,piecewise_linear,16,gallery__chirp__v2,chirp,0.5716499073168019,False
raw,query__piecewise_linear__v1,piecewise_linear,17,gallery__second_order_response__v1,second_order_response,0.688370426820177,False
raw,query__piecewise_linear__v1,piecewise_linear,18,gallery__first_order_response__v1,first_order_response,0.6929205998353695,False
raw,query__piecewise_linear__v1,piecewise_linear,19,gallery__ramp__v2,ramp,0.8681247382781112,False
raw,query__piecewise_linear__v1,piecewise_linear,20,gallery__first_order_response__v2,first_order_response,1.3714095885785869,False
raw,query__piecewise_linear__v1,piecewise_linear,21,gallery__second_order_response__v2,second_order_response,1.5588980195338935,False
raw,query__piecewise_linear__v2,piecewise_linear,1,gallery__piecewise_linear__v2,piecewise_linear,0.06970224188495483,True
raw,query__piecewise_linear__v2,piecewise_linear,2,gallery__second_order_response__v1,second_order_response,0.2502616656147784,False
raw,query__piecewise_linear__v2,piecewise_linear,3,gallery__ramp__v2,ramp,0.3161837255199905,False
raw,query__piecewise_linear__v2,piecewise_linear,4,gallery__first_order_response__v1,first_order_response,0.33868288095991966,False
raw,query__piecewise_linear__v2,piecewise_linear,5,gallery__second_order_response__v2,second_order_response,0.36309596155937834,False
raw,query__piecewise_linear__v2,piecewise_linear,6,gallery__first_order_response__v2,first_order_response,0.36913019402626995,False
raw,query__piecewise_linear__v2,piecewise_linear,7,gallery__piecewise_linear__v1,piecewise_linear,0.4305202424970816,True
raw,query__piecewise_linear__v2,piecewise_linear,8,gallery__regime_change__v2,regime_change,0.46610726126748775,False
raw,query__piecewise_linear__v2,piecewise_linear,9,gallery__chirp__v2,chirp,0.49415978163887375,False
raw,query__piecewise_linear__v2,piecewise_linear,10,gallery__sine__v2,sine,0.5434224762556836,False
raw,query__piecewise_linear__v2,piecewise_linear,11,gallery__regime_change__v1,regime_change,0.5785251158283493,False
raw,query__piecewise_linear__v2,piecewise_linear,12,gallery__ramp__v1,ramp,0.5999949075137005,False
raw,query__piecewise_linear__v2,piecewise_linear,13,gallery__second_order_response__v0,second_order_response,0.6555652282886392,False
raw,query__piecewise_linear__v2,piecewise_linear,14,gallery__chirp__v1,chirp,0.6975249754201195,False
raw,query__piecewise_linear__v2,piecewise_linear,15,gallery__sine__v1,sine,0.8553108531923544,False
raw,query__piecewise_linear__v2,piecewise_linear,16,gallery__first_order_response__v0,first_order_response,0.8970484442612386,False
raw,query__piecewise_linear__v2,piecewise_linear,17,gallery__piecewise_linear__v0,piecewise_linear,1.1469658816305415,True
raw,query__piecewise_linear__v2,piecewise_linear,18,gallery__regime_change__v0,regime_change,1.2023575223158087,False
raw,query__piecewise_linear__v2,piecewise_linear,19,gallery__ramp__v0,ramp,1.2199003742806236,False
raw,query__piecewise_linear__v2,piecewise_linear,20,gallery__chirp__v0,chirp,1.3646776875915556,False
raw,query__piecewise_linear__v2,piecewise_linear,21,gallery__sine__v0,sine,1.4758175131496194,False
raw,query__first_order_response__v0,first_order_response,1,gallery__first_order_response__v1,first_order_response,0.026185898713630622,True
raw,query__first_order_response__v0,first_order_response,2,gallery__second_order_response__v1,second_order_response,0.13829326604293865,False
raw,query__first_order_response__v0,first_order_response,3,gallery__ramp__v2,ramp,0.1866233018720337,False
raw,query__first_order_response__v0,first_order_response,4,gallery__piecewise_linear__v2,piecewise_linear,0.2674791605951742,False
raw,query__first_order_response__v0,first_order_response,5,gallery__ramp__v1,ramp,0.269542573332303,False
raw,query__first_order_response__v0,first_order_response,6,gallery__piecewise_linear__v1,piecewise_linear,0.41043500502347535,False
raw,query__first_order_response__v0,first_order_response,7,gallery__second_order_response__v0,second_order_response,0.5289904144600431,False
raw,query__first_order_response__v0,first_order_response,8,gallery__first_order_response__v2,first_order_response,0.5999592886215223,True
raw,query__first_order_response__v0,first_order_response,9,gallery__first_order_response__v0,first_order_response,0.6295050151064233,True
raw,query__first_order_response__v0,first_order_response,10,gallery__chirp__v2,chirp,0.6734050021961432,False
raw,query__first_order_response__v0,first_order_response,11,gallery__sine__v2,sine,0.7058537402816986,False
raw,query__first_order_response__v0,first_order_response,12,gallery__chirp__v1,chirp,0.7305432485022448,False
raw,query__first_order_response__v0,first_order_response,13,gallery__regime_change__v1,regime_change,0.7668519123854238,False
raw,query__first_order_response__v0,first_order_response,14,gallery__second_order_response__v2,second_order_response,0.786569329903727,False
raw,query__first_order_response__v0,first_order_response,15,gallery__regime_change__v2,regime_change,0.8061955856586683,False
raw,query__first_order_response__v0,first_order_response,16,gallery__sine__v1,sine,0.8218356931637936,False
raw,query__first_order_response__v0,first_order_response,17,gallery__ramp__v0,ramp,0.9542835428342605,False
raw,query__first_order_response__v0,first_order_response,18,gallery__piecewise_linear__v0,piecewise_linear,1.0619079566185992,False
raw,query__first_order_response__v0,first_order_response,19,gallery__regime_change__v0,regime_change,1.12863586378588,False
raw,query__first_order_response__v0,first_order_response,20,gallery__chirp__v0,chirp,1.3541274563883932,False
raw,query__first_order_response__v0,first_order_response,21,gallery__sine__v0,sine,1.4323148220783786,False
raw,query__first_order_response__v1,first_order_response,1,gallery__first_order_response__v1,first_order_response,0.11038629512781822,True
raw,query__first_order_response__v1,first_order_response,2,gallery__ramp__v1,ramp,0.11790564431578798,False
raw,query__first_order_response__v1,first_order_response,3,gallery__second_order_response__v1,second_order_response,0.21205640341440546,False
raw,query__first_order_response__v1,first_order_response,4,gallery__ramp__v2,ramp,0.2995533908083174,False
raw,query__first_order_response__v1,first_order_response,5,gallery__piecewise_linear__v2,piecewise_linear,0.30369446951957724,False
raw,query__first_order_response__v1,first_order_response,6,gallery__piecewise_linear__v1,piecewise_linear,0.30433619127729106,False
raw,query__first_order_response__v1,first_order_response,7,gallery__second_order_response__v0,second_order_response,0.3963983430520333,False
raw,query__first_order_response__v1,first_order_response,8,gallery__first_order_response__v0,first_order_response,0.4011979151627709,True
raw,query__first_order_response__v1,first_order_response,9,gallery__chirp__v1,chirp,0.5991325222208443,False
raw,query__first_order_response__v1,first_order_response,10,gallery__regime_change__v1,regime_change,0.6359292410997113,False
raw,query__first_order_response__v1,first_order_response,11,gallery__chirp__v2,chirp,0.6398962292831339,False
raw,query__first_order_response__v1,first_order_response,12,gallery__ramp__v0,ramp,0.6731443117188673,False
raw,query__first_order_response__v1,first_order_response,13,gallery__sine__v1,sine,0.6797275881735692,False
raw,query__first_order_response__v1,first_order_response,14,gallery__regime_change__v2,regime_change,0.7434389843530589,False
raw,query__first_order_response__v1,first_order_response,15,gallery__sine__v2,sine,0.7533230820717511,False
raw,query__first_order_response__v1,first_order_response,16,gallery__first_order_response__v2,first_order_response,0.7654111144669146,True
